4000.06137996	43.44164645
4135.81444143	45.04545851
4241.74597727	46.20050257
4321.84425753	48.93060670
4420.64515478	53.47453091
4501.24189743	54.97334720
4594.25680548	52.96389511
4670.71425482	50.54880298
4732.60838048	48.86873890
4816.34749166	48.86873890
4915.64713678	50.14316295
4992.10458613	52.87326709
5046.71704994	55.76588742
5097.68868283	58.97351977
5145.01948481	63.02118416
5210.55444139	66.85884055
5292.14810880	69.59896506
5364.96472722	69.28395304
5412.29552919	68.02390498
5496.03464038	67.49888496
5576.13263515	69.49396106
5634.38592989	71.59404116
5696.28034103	73.58911726
5761.81529761	74.95416933
5849.19523971	73.90412928
5914.73019629	72.43407320
6015.02676618	72.74908522
6073.28006092	74.84916532
6127.89223925	77.68427347
6186.14553398	80.41437760
6244.89729110	81.74631385
6274.02393847	81.74631385
6335.91834962	81.22129382
6375.96720426	79.16870553
6419.65717531	77.90865747
6463.34714636	76.01858537
6536.16376478	73.91850527
6619.90316145	71.92342917
6690.77275040	70.42462111
6763.58936882	69.68959308
6871.16760055	69.58458907
6962.18808809	70.00460509
7065.12884962	69.05956904
7170.71266084	66.85448493
7258.09260295	64.64940082
7299.13838236	62.66304418
7331.90614614	60.87796786
7382.87777903	59.09290800
7422.92663367	57.30783168
7473.89826657	55.20775157
7565.91624985	54.15771152
7632.54234230	54.53459957
7723.91055446	54.53459957
7772.23856669	53.69456753
7819.56965415	52.11951569
7866.90017063	50.22944359
7917.87180353	48.23435926
7968.84343642	46.23929139
8045.30117125	43.92920327
8114.47667326	42.56414297
8198.21606993	41.30409491
8283.79800740	39.48025446
8349.33296398	38.32521041
8429.43124424	36.75015033
8484.04342256	35.28009425
8545.93783371	34.23005420
8611.47279029	32.97000614
8684.28940871	31.81497031
8749.82436528	30.34489777
8815.35932186	28.97985394
8859.04929291	27.50979786
8917.30258765	26.56475358
8990.11920607	25.30470552
9052.01304624	23.83466591
9128.47078107	22.46960561
9194.00573765	20.89455376
9270.46290150	19.73950147
9377.39193308	17.80630141
9475.69408246	15.49621329
9548.51070088	14.13115299
9635.89064299	12.55610115
9709.70418618	10.98104930
9790.79996218	9.19597298
9890.09903633	7.83091268
9986.10528966	7.30590088
