lambA	25mm
3500	0.77999788176903400
3650	0.92100013564318600
3700	0.93999963688549300
3800	0.96300026495620400
3900	0.97699989971268000
4000	0.98500021763753800
4050	0.98699992535322900
4200	0.99099969258596900
4360	0.99299998504699500
4600	0.99400001005942800
5000	0.99700001542370100
5460	0.99800001409318100
5800	0.99799999567813800
6200	0.99799999742191400
6600	0.99700000403399900
7000	0.99800000031160100
10600	0.99800000791747300
